Sex,ID,Trial_type,Condition,Total_distance,Velocity,IZ_time,Corner_time,applied_id,cohort_id,model,other,lab
Female,594,No Target,Control,29.32,NA,83,NA,CF43,S12,California ,sanchips,trainor
Female,1311,No Target,Control,30.09,NA,133.5,NA,CF44,S12,California ,sanchips,trainor
Female,1949,No Target,Control,16.38,NA,71.6,NA,CF45,S12,California ,sanchips,trainor
Female,1437,No Target,Control,21.16,NA,120.7,NA,CF46,S12,California ,sanchips,trainor
Female,595,No Target,Control,20.45,NA,80.9,NA,CF47,S12,California ,sanchips,trainor
Female,2554,No Target,Control,26.78,NA,101.2,NA,CF48,S12,California ,sanchips,trainor
Female,402,No Target,Control,18.11,NA,62.1,NA,CF49,S12,California ,sanchips,trainor
Female,1635,No Target,Control,23.73,NA,86.2,NA,CF50,S12,California ,sanchips,trainor
Female,1402,No Target,Control,11.21,NA,102.7,NA,CF51,S12,California ,sanchips,trainor
Female,1572,No Target,Control,40.59,NA,73.8,NA,CF52,S12,California ,sanchips,trainor
Female,1579,No Target,Control,34.36,NA,83,NA,CF53,S12,California ,sanchips,trainor
Female,1385,No Target,Control,46.44,NA,69.8,NA,CF54,S12,California ,sanchips,trainor
Female,1427,No Target,Control,40.7,NA,88.4,NA,CF55,S12,California ,sanchips,trainor
Female,3392,No Target,Control,19,NA,67.7,NA,CF56,S12,California ,sanchips,trainor
Female,2629,No Target,Control,37.73,NA,60.1,NA,CF57,S12,California ,sanchips,trainor
Female,3530,No Target,Control,27.56,NA,66,NA,CF58,S12,California ,sanchips,trainor
Female,3271,No Target,Control,20.48,NA,52.9,NA,CF59,S12,California ,sanchips,trainor
Female,864,No Target,Control,17.07,NA,40.3,NA,CF60,S12,California ,sanchips,trainor
Female,287,No Target,Control,21.13,NA,54.4,NA,CF61,S12,California ,sanchips,trainor
Female,3903,No Target,Control,19.71,NA,18,NA,CF62,S12,California ,sanchips,trainor
Female,3797,No Target,Control,115.4,NA,24,NA,CF63,S12,California ,sanchips,trainor
Female,3902,No Target,Control,54.8,NA,16,NA,CF64,S12,California ,sanchips,trainor
Female,3730,No Target,Control,95.1,NA,15,NA,CF65,S12,California ,sanchips,trainor
Female,3773,No Target,Control,140.4,NA,11,NA,CF66,S12,California ,sanchips,trainor
Female,3727,No Target,Control,41.6,NA,8,NA,CF67,S12,California ,sanchips,trainor
Female,3929,No Target,Control,47.9,NA,94.3,NA,CF68,S12,California ,sanchips,trainor
Female,5207,No Target,Control,129.7,NA,82.9,NA,CF69,S12,California ,sanchips,trainor
Female,5208,No Target,Control,32.7,NA,130.3,NA,CF70,S12,California ,sanchips,trainor
Female,5209,No Target,Control,34.2,NA,103.1,NA,CF71,S12,California ,sanchips,trainor
Female,5210,No Target,Control,127.9,NA,57.1,NA,CF72,S12,California ,sanchips,trainor
Female,1614,No Target,Stress,25.68,NA,94.2,NA,SF01,S12,California ,carefresh,trainor
Female,1405,No Target,Stress,20.95,NA,98.9,NA,SF02,S12,California ,carefresh,trainor
Female,4128,No Target,Stress,11.75,NA,118,NA,SF03,S12,California ,carefresh,trainor
Female,1767,No Target,Stress,22.91,NA,49.3,NA,SF04,S12,California ,carefresh,trainor
Female,629,No Target,Stress,16.54,NA,120.4,NA,SF05,S12,California ,carefresh,trainor
Female,1838,No Target,Stress,33.97,NA,134,NA,SF06,S12,California ,carefresh,trainor
Female,4026,No Target,Stress,23.42,NA,96.5,NA,SF07,S12,California ,carefresh,trainor
Female,509,No Target,Stress,21.22,NA,52.8,NA,SF08,S12,California ,carefresh,trainor
Female,1440,No Target,Stress,18.13,NA,167,NA,SF09,S12,California ,carefresh,trainor
Female,623,No Target,Stress,18.43,NA,160,NA,SF10,S12,California ,carefresh,trainor
Female,1455,No Target,Stress,14.65,NA,114,NA,SF11,S12,California ,carefresh,trainor
Female,1623,No Target,Stress,20.04,NA,43.4,NA,SF12,S12,California ,carefresh,trainor
Female,1429,No Target,Stress,33.69,NA,47,NA,SF13,S12,California ,carefresh,trainor
Female,3806,No Target,Stress,39.49,NA,38,NA,SF14,S12,California ,carefresh,trainor
Female,2622,No Target,Stress,3.99,NA,107.8,NA,SF15,S12,California ,corncob,trainor
Female,510,No Target,Stress,20.39,NA,134,NA,SF16,S12,California ,corncob,trainor
Female,326,No Target,Stress,22.11,NA,158.3,NA,SF17,S12,California ,corncob,trainor
Female,439,No Target,Stress,20.11,NA,99.5,NA,SF18,S12,California ,corncob,trainor
Female,4429,No Target,Stress,20.63,NA,127.9,NA,SF19,S12,California ,corncob,trainor
Female,1445,No Target,Stress,23.72,NA,126,NA,SF20,S12,California ,corncob,trainor
Female,1516,No Target,Stress,18.63,NA,126.5,NA,SF21,S12,California ,corncob,trainor
Female,1575,No Target,Stress,22.98,NA,114.2,NA,SF22,S12,California ,corncob,trainor
Female,1432,No Target,Stress,19.67,NA,147.5,NA,SF23,S12,California ,corncob,trainor
Female,1573,No Target,Stress,29.6,NA,92.5,NA,SF24,S12,California ,corncob,trainor
Female,1564,No Target,Stress,23.43,NA,108.5,NA,SF25,S12,California ,corncob,trainor
Female,3181,No Target,Stress,10.52,NA,102.7,NA,SF26,S12,California ,corncob,trainor
Female,1566,No Target,Stress,18.87,NA,90.6,NA,SF27,S12,California ,corncob,trainor
Female,1764,No Target,Stress,46.2,NA,119.6,NA,SF28,S12,California ,corncob,trainor
Female,325,No Target,Stress,16.07,NA,71.3,NA,SF29,S12,California ,corncob,trainor
Female,1406,No Target,Stress,35.49,NA,109.8,NA,SF30,S12,California ,corncob,trainor
Female,1433,No Target,Stress,19.04,NA,80.8,NA,SF31,S12,California ,corncob,trainor
Female,410,No Target,Stress,23.64,NA,109.2,NA,SF32,S12,California ,corncob,trainor
Female,757,No Target,Stress,42.39,NA,131.2,NA,SF33,S12,California ,corncob,trainor
Female,1377,No Target,Stress,30.54,NA,118.3,NA,SF34,S12,California ,corncob,trainor
Female,1350,No Target,Stress,28.86,NA,95.7,NA,SF35,S12,California ,corncob,trainor
Female,1410,No Target,Stress,22.6,NA,84.2,NA,SF36,S12,California ,corncob,trainor
Female,1553,No Target,Stress,37.38,NA,35.2,NA,SF37,S12,California ,corncob,trainor
Female,3282,No Target,Stress,70.5,NA,51.5,NA,SF38,S12,California ,corncob,trainor
Female,3767,No Target,Stress,7.92,NA,26.7,NA,SF39,S12,California ,corncob,trainor
Female,3732,No Target,Stress,122.7,NA,1.4,NA,SF40,S12,California ,corncob,trainor
Female,868,No Target,Stress,19.1,NA,55.3,NA,SF41,S12,California ,sanchips,trainor
Female,1755,No Target,Stress,16.11,NA,125,NA,SF42,S12,California ,sanchips,trainor
Female,4350,No Target,Stress,34.89,NA,83,NA,SF43,S12,California ,sanchips,trainor
Female,1754,No Target,Stress,15.94,NA,131.8,NA,SF44,S12,California ,sanchips,trainor
Female,3353,No Target,Stress,18.14,NA,117.6,NA,SF45,S12,California ,sanchips,trainor
Female,3168,No Target,Stress,24.96,NA,88.2,NA,SF46,S12,California ,sanchips,trainor
Female,1954,No Target,Stress,16.04,NA,64.5,NA,SF47,S12,California ,sanchips,trainor
Female,1950,No Target,Stress,18.89,NA,77,NA,SF48,S12,California ,sanchips,trainor
Female,1593,No Target,Stress,12.63,NA,51.7,NA,SF49,S12,California ,sanchips,trainor
Female,3173,No Target,Stress,15.48,NA,92.8,NA,SF50,S12,California ,sanchips,trainor
Female,4033,No Target,Stress,19.07,NA,62.7,NA,SF51,S12,California ,sanchips,trainor
Female,1420,No Target,Stress,44.07,NA,30.1,NA,SF52,S12,California ,sanchips,trainor
Female,4148,No Target,Stress,25.32,NA,62,NA,SF53,S12,California ,sanchips,trainor
Female,1330,No Target,Stress,41.85,NA,105.2,NA,SF54,S12,California ,sanchips,trainor
Female,1436,No Target,Stress,25.27,NA,139.5,NA,SF55,S12,California ,sanchips,trainor
Female,1316,No Target,Stress,33.31,NA,68.3,NA,SF56,S12,California ,sanchips,trainor
Female,3166,No Target,Stress,15.66,NA,83.8,NA,SF57,S12,California ,sanchips,trainor
Female,1608,No Target,Stress,21.3,NA,41.3,NA,SF58,S12,California ,sanchips,trainor
Female,1628,No Target,Stress,19.49,NA,66.8,NA,SF59,S12,California ,sanchips,trainor
Female,1622,No Target,Stress,15.29,NA,86.7,NA,SF60,S12,California ,sanchips,trainor
Female,411,No Target,Stress,26.45,NA,104,NA,SF61,S12,California ,sanchips,trainor
Female,518,No Target,Stress,28.57,NA,102.8,NA,SF62,S12,California ,sanchips,trainor
Female,1570,No Target,Stress,13.25,NA,125.5,NA,SF63,S12,California ,sanchips,trainor
Female,762,No Target,Stress,26.97,NA,48.3,NA,SF64,S12,California ,sanchips,trainor
Female,803,No Target,Stress,15.8,NA,102.6,NA,SF65,S12,California ,sanchips,trainor
Female,1559,No Target,Stress,20.04,NA,75.1,NA,SF66,S12,California ,sanchips,trainor
Female,1398,No Target,Stress,38.26,NA,52,NA,SF67,S12,California ,sanchips,trainor
Female,1960,No Target,Stress,30.56,NA,43.6,NA,SF68,S12,California ,sanchips,trainor
Female,1952,No Target,Stress,36.31,NA,47.5,NA,SF69,S12,California ,sanchips,trainor
Female,3214,No Target,Stress,23.24,NA,47.2,NA,SF70,S12,California ,sanchips,trainor
Female,333,No Target,Stress,33.7,NA,46.5,NA,SF71,S12,California ,sanchips,trainor
Female,2563,No Target,Stress,38.14,NA,18,NA,SF72,S12,California ,sanchips,trainor
Female,1376,No Target,Stress,87.1,NA,21,NA,SF73,S12,California ,sanchips,trainor
Female,3923,No Target,Stress,24.9,NA,15,NA,SF74,S12,California ,sanchips,trainor
Female,3922,No Target,Stress,25.31,NA,13,NA,SF75,S12,California ,sanchips,trainor
Female,3768,No Target,Stress,103,NA,8,NA,SF76,S12,California ,sanchips,trainor
Female,4090,No Target,Stress,96.7,NA,4.7,NA,SF77,S12,California ,sanchips,trainor
Male,1533,No Target,Control,21.88,NA,96.7,NA,CM01,S12,California ,carefresh,trainor
Male,1051,No Target,Control,14.13,NA,157,NA,CM02,S12,California ,carefresh,trainor
Male,335,No Target,Control,32.53,NA,89.9,NA,CM03,S12,California ,carefresh,trainor
Male,1987,No Target,Control,36.28,NA,3,NA,CM04,S12,California ,carefresh,trainor
Male,1961,No Target,Control,10.26,NA,109.1,NA,CM05,S12,California ,corncob,trainor
Male,1719,No Target,Control,20.02,NA,170,NA,CM06,S12,California ,corncob,trainor
Male,1739,No Target,Control,13.92,NA,87.5,NA,CM07,S12,California ,corncob,trainor
Male,752,No Target,Control,49.92,NA,95.7,NA,CM08,S12,California ,corncob,trainor
Male,1522,No Target,Control,48.92,NA,69.2,NA,CM09,S12,California ,corncob,trainor
Male,1963,No Target,Control,30.9,NA,81.6,NA,CM10,S12,California ,corncob,trainor
Male,1738,No Target,Control,16.79,NA,94.3,NA,CM11,S12,California ,corncob,trainor
Male,1322,No Target,Control,17.24,NA,54.5,NA,CM12,S12,California ,corncob,trainor
Male,1317,No Target,Control,13.98,NA,64.9,NA,CM13,S12,California ,corncob,trainor
Male,6007,No Target,Control,133.86,NA,103.1,NA,CM14,S12,California ,corncob,trainor
Male,1999,No Target,Control,14.86,NA,177,NA,CM15,S12,California ,sanchips,trainor
Male,1305,No Target,Control,30.3,NA,92.2,NA,CM16,S12,California ,sanchips,trainor
Male,1996,No Target,Control,30.72,NA,167.3,NA,CM17,S12,California ,sanchips,trainor
Male,1728,No Target,Control,41.51,NA,138.8,NA,CM18,S12,California ,sanchips,trainor
Male,1535,No Target,Control,9.99,NA,131,NA,CM19,S12,California ,sanchips,trainor
Male,1175,No Target,Control,16.64,NA,85.9,NA,CM20,S12,California ,sanchips,trainor
Male,648,No Target,Control,10.7,NA,163.9,NA,CM21,S12,California ,sanchips,trainor
Male,501,No Target,Control,42.04,NA,79.3,NA,CM22,S12,California ,sanchips,trainor
Male,659,No Target,Control,17.2,NA,123,NA,CM23,S12,California ,sanchips,trainor
Male,1989,No Target,Control,20.3,NA,123.4,NA,CM24,S12,California ,sanchips,trainor
Male,1988,No Target,Control,20.33,NA,112.2,NA,CM25,S12,California ,sanchips,trainor
Male,383,No Target,Control,25.61,NA,103.9,NA,CM26,S12,California ,sanchips,trainor
Male,1308,No Target,Control,25.72,NA,67.1,NA,CM27,S12,California ,sanchips,trainor
Male,1530,No Target,Control,17.2,NA,83.4,NA,CM28,S12,California ,sanchips,trainor
Male,1179,No Target,Control,42.52,NA,107.4,NA,CM29,S12,California ,sanchips,trainor
Male,645,No Target,Control,28.06,NA,92.8,NA,CM30,S12,California ,sanchips,trainor
Male,386,No Target,Control,42.28,NA,22.1,NA,CM31,S12,California ,sanchips,trainor
Male,1751,No Target,Control,35.51,NA,104.2,NA,CM32,S12,California ,sanchips,trainor
Male,436,No Target,Control,24.85,NA,89.6,NA,CM33,S12,California ,sanchips,trainor
Male,353,No Target,Control,12.5,NA,40.6,NA,CM34,S12,California ,sanchips,trainor
Male,340,No Target,Control,32.31,NA,111.3,NA,CM35,S12,California ,sanchips,trainor
Male,1997,No Target,Control,33.54,NA,100,NA,CM36,S12,California ,sanchips,trainor
Male,1720,No Target,Control,12.16,NA,67.3,NA,CM37,S12,California ,sanchips,trainor
Male,552,No Target,Control,35.46,NA,75.9,NA,CM38,S12,California ,sanchips,trainor
Male,351,No Target,Control,29.06,NA,71.4,NA,CM39,S12,California ,sanchips,trainor
Male,1177,No Target,Control,15.36,NA,63.3,NA,CM40,S12,California ,sanchips,trainor
Male,433,No Target,Control,20.17,NA,8.3,NA,CM41,S12,California ,sanchips,trainor
Male,5989,No Target,Control,25.5,NA,111.6,NA,CM42,S12,California ,sanchips,trainor
Male,5990,No Target,Control,96.3,NA,114.1,NA,CM43,S12,California ,sanchips,trainor
Male,6008,No Target,Control,89.9,NA,145.9,NA,CM44,S12,California ,sanchips,trainor
Male,6003,No Target,Control,2.1,NA,142.2,NA,CM45,S12,California ,sanchips,trainor
Male,1453,No Target,Stress,24.07,NA,73,NA,SM01,S12,California ,carefresh,trainor
Male,1842,No Target,Stress,32.32,NA,146,NA,SM02,S12,California ,carefresh,trainor
Male,299,No Target,Stress,16.06,NA,114.6,NA,SM03,S12,California ,carefresh,trainor
Male,1555,No Target,Stress,30.01,NA,123,NA,SM04,S12,California ,carefresh,trainor
Male,3764,No Target,Stress,28.66,NA,127,NA,SM05,S12,California ,carefresh,trainor
Male,359,No Target,Stress,28.14,NA,80.5,NA,SM06,S12,California ,carefresh,trainor
Male,3350,No Target,Stress,29.83,NA,120.3,NA,SM07,S12,California ,carefresh,trainor
Male,1321,No Target,Stress,35.39,NA,77.3,NA,SM08,S12,California ,carefresh,trainor
Male,3551,No Target,Stress,16.14,NA,49.3,NA,SM09,S12,California ,corncob,trainor
Male,1844,No Target,Stress,14.19,NA,133.9,NA,SM10,S12,California ,corncob,trainor
Male,1473,No Target,Stress,18.45,NA,145.1,NA,SM11,S12,California ,corncob,trainor
Male,1438,No Target,Stress,26.38,NA,141.8,NA,SM12,S12,California ,corncob,trainor
Male,1310,No Target,Stress,19.66,NA,128.9,NA,SM13,S12,California ,corncob,trainor
Male,1054,No Target,Stress,27.67,NA,89.3,NA,SM14,S12,California ,corncob,trainor
Male,4388,No Target,Stress,24.62,NA,55.7,NA,SM15,S12,California ,corncob,trainor
Male,523,No Target,Stress,16.49,NA,52.1,NA,SM16,S12,California ,corncob,trainor
Male,1534,No Target,Stress,44.3,NA,63,NA,SM17,S12,California ,corncob,trainor
Male,1721,No Target,Stress,29.96,NA,9.2,NA,SM18,S12,California ,corncob,trainor
Male,305,No Target,Stress,9.19,NA,127.4,NA,SM19,S12,California ,sanchips,trainor
Male,1531,No Target,Stress,25.8,NA,95,NA,SM20,S12,California ,sanchips,trainor
Male,2516,No Target,Stress,22.27,NA,49.5,NA,SM21,S12,California ,sanchips,trainor
Male,5924,No Target,Stress,25.51,NA,158.1,NA,SM22,S12,California ,sanchips,trainor
Male,3048,No Target,Stress,29.49,NA,101.4,NA,SM23,S12,California ,sanchips,trainor
Male,1448,No Target,Stress,26.03,NA,97.9,NA,SM24,S12,California ,sanchips,trainor
Male,1525,No Target,Stress,17.17,NA,98,NA,SM25,S12,California ,sanchips,trainor
Male,764,No Target,Stress,11.25,NA,120.7,NA,SM26,S12,California ,sanchips,trainor
Male,570,No Target,Stress,30.16,NA,86.2,NA,SM27,S12,California ,sanchips,trainor
Male,1547,No Target,Stress,8.06,NA,99.5,NA,SM28,S12,California ,sanchips,trainor
Male,2619,No Target,Stress,25.88,NA,79.3,NA,SM29,S12,California ,sanchips,trainor
Male,1711,No Target,Stress,22.12,NA,95.3,NA,SM30,S12,California ,sanchips,trainor
Male,1863,No Target,Stress,29.18,NA,51.9,NA,SM31,S12,California ,sanchips,trainor
Male,3582,No Target,Stress,17.73,NA,71.9,NA,SM32,S12,California ,sanchips,trainor
Male,361,No Target,Stress,35.81,NA,66.4,NA,SM33,S12,California ,sanchips,trainor
Male,1050,No Target,Stress,43.6,NA,50.2,NA,SM34,S12,California ,sanchips,trainor
Male,3063,No Target,Stress,21.5,NA,34.3,NA,SM35,S12,California ,sanchips,trainor
Male,1315,No Target,Stress,42.68,NA,49.9,NA,SM36,S12,California ,sanchips,trainor
Male,3652,No Target,Stress,26.58,NA,51,NA,SM37,S12,California ,sanchips,trainor
Female,1400,Target,Control,22.05,NA,108.8,NA,CF01,S12,California ,carefresh,trainor
Female,2627,Target,Control,18.03,NA,160,NA,CF02,S12,California ,carefresh,trainor
Female,4456,Target,Control,23.14,NA,173.7,NA,CF03,S12,California ,carefresh,trainor
Female,1089,Target,Control,11.28,NA,95.7,NA,CF04,S12,California ,carefresh,trainor
Female,1615,Target,Control,16.45,NA,180,NA,CF05,S12,California ,carefresh,trainor
Female,2567,Target,Control,18.62,NA,93.6,NA,CF06,S12,California ,carefresh,trainor
Female,625,Target,Control,29.59,NA,174.2,NA,CF07,S12,California ,carefresh,trainor
Female,381,Target,Control,13.21,NA,76,NA,CF08,S12,California ,carefresh,trainor
Female,1087,Target,Control,18.15,NA,67,NA,CF09,S12,California ,carefresh,trainor
Female,1576,Target,Control,24.89,NA,147.8,NA,CF10,S12,California ,carefresh,trainor
Female,338,Target,Control,16.07,NA,160,NA,CF11,S12,California ,carefresh,trainor
Female,1577,Target,Control,11.9,NA,129.9,NA,CF12,S12,California ,carefresh,trainor
Female,1523,Target,Control,23.93,NA,147,NA,CF13,S12,California ,carefresh,trainor
Female,3197,Target,Control,11.18,NA,98.5,NA,CF14,S12,California ,corncob,trainor
Female,1581,Target,Control,17.03,NA,117.8,NA,CF15,S12,California ,corncob,trainor
Female,1809,Target,Control,24.71,NA,136.5,NA,CF16,S12,California ,corncob,trainor
Female,3287,Target,Control,16.35,NA,81.6,NA,CF17,S12,California ,corncob,trainor
Female,1951,Target,Control,14.94,NA,156.2,NA,CF18,S12,California ,corncob,trainor
Female,1750,Target,Control,18,NA,118.3,NA,CF19,S12,California ,corncob,trainor
Female,1868,Target,Control,15.52,NA,173,NA,CF20,S12,California ,corncob,trainor
Female,1959,Target,Control,14.36,NA,143.4,NA,CF21,S12,California ,corncob,trainor
Female,363,Target,Control,46.06,NA,104.3,NA,CF22,S12,California ,corncob,trainor
Female,2917,Target,Control,21.03,NA,134.4,NA,CF23,S12,California ,corncob,trainor
Female,1880,Target,Control,19.38,NA,145.3,NA,CF24,S12,California ,corncob,trainor
Female,1352,Target,Control,43.51,NA,133.9,NA,CF25,S12,California ,corncob,trainor
Female,571,Target,Control,23.43,NA,155.6,NA,CF26,S12,California ,corncob,trainor
Female,3204,Target,Control,36.72,NA,149.9,NA,CF27,S12,California ,corncob,trainor
Female,1591,Target,Control,10.83,NA,140,NA,CF28,S12,California ,corncob,trainor
Female,1318,Target,Control,26.02,NA,95.4,NA,CF29,S12,California ,corncob,trainor
Female,417,Target,Control,11.41,NA,112.7,NA,CF30,S12,California ,corncob,trainor
Female,4137,Target,Control,29.66,NA,157.3,NA,CF31,S12,California ,corncob,trainor
Female,1892,Target,Control,7.73,NA,128.9,NA,CF32,S12,California ,corncob,trainor
Female,1454,Target,Control,36.28,NA,79.1,NA,CF33,S12,California ,corncob,trainor
Female,4104,Target,Control,27.32,NA,61.8,NA,CF34,S12,California ,sanchips,trainor
Female,4634,Target,Control,13.53,NA,80.4,NA,CF35,S12,California ,sanchips,trainor
Female,1384,Target,Control,14.77,NA,92,NA,CF36,S12,California ,sanchips,trainor
Female,4716,Target,Control,21.6,NA,115.3,NA,CF37,S12,California ,sanchips,trainor
Female,1597,Target,Control,16.53,NA,78.1,NA,CF38,S12,California ,sanchips,trainor
Female,575,Target,Control,20.22,NA,153.2,NA,CF39,S12,California ,sanchips,trainor
Female,1782,Target,Control,13.99,NA,75.4,NA,CF40,S12,California ,sanchips,trainor
Female,593,Target,Control,32.42,NA,99.8,NA,CF41,S12,California ,sanchips,trainor
Female,1403,Target,Control,24.12,NA,129.9,NA,CF42,S12,California ,sanchips,trainor
Female,594,Target,Control,42.49,NA,93.3,NA,CF43,S12,California ,sanchips,trainor
Female,1311,Target,Control,21.57,NA,151.2,NA,CF44,S12,California ,sanchips,trainor
Female,1949,Target,Control,49.63,NA,81.1,NA,CF45,S12,California ,sanchips,trainor
Female,1437,Target,Control,25.7,NA,140,NA,CF46,S12,California ,sanchips,trainor
Female,595,Target,Control,14.14,NA,98.5,NA,CF47,S12,California ,sanchips,trainor
Female,2554,Target,Control,22.61,NA,123.8,NA,CF48,S12,California ,sanchips,trainor
Female,402,Target,Control,14.88,NA,76.3,NA,CF49,S12,California ,sanchips,trainor
Female,1635,Target,Control,23.26,NA,108.2,NA,CF50,S12,California ,sanchips,trainor
Female,1402,Target,Control,26.07,NA,131.9,NA,CF51,S12,California ,sanchips,trainor
Female,1572,Target,Control,33.38,NA,98.2,NA,CF52,S12,California ,sanchips,trainor
Female,1579,Target,Control,33.83,NA,113.1,NA,CF53,S12,California ,sanchips,trainor
Female,1385,Target,Control,32.2,NA,103.6,NA,CF54,S12,California ,sanchips,trainor
Female,1427,Target,Control,35.61,NA,133.2,NA,CF55,S12,California ,sanchips,trainor
Female,3392,Target,Control,20.25,NA,107.2,NA,CF56,S12,California ,sanchips,trainor
Female,2629,Target,Control,31.25,NA,97.8,NA,CF57,S12,California ,sanchips,trainor
Female,3530,Target,Control,29.76,NA,134.6,NA,CF58,S12,California ,sanchips,trainor
Female,3271,Target,Control,17.02,NA,111.8,NA,CF59,S12,California ,sanchips,trainor
Female,864,Target,Control,13.81,NA,93,NA,CF60,S12,California ,sanchips,trainor
Female,287,Target,Control,39,NA,155.6,NA,CF61,S12,California ,sanchips,trainor
Female,3903,Target,Control,12.89,NA,96.7,NA,CF62,S12,California ,sanchips,trainor
Female,3797,Target,Control,27.3,NA,130.4,NA,CF63,S12,California ,sanchips,trainor
Female,3902,Target,Control,23.34,NA,124,NA,CF64,S12,California ,sanchips,trainor
Female,3730,Target,Control,26.35,NA,154.6,NA,CF65,S12,California ,sanchips,trainor
Female,3773,Target,Control,14.3,NA,122.6,NA,CF66,S12,California ,sanchips,trainor
Female,3727,Target,Control,35.32,NA,148.8,NA,CF67,S12,California ,sanchips,trainor
Female,3929,Target,Control,36.06,NA,138.7,NA,CF68,S12,California ,sanchips,trainor
Female,5207,Target,Control,24.89,NA,83.7,NA,CF69,S12,California ,sanchips,trainor
Female,5208,Target,Control,11.74,NA,119,NA,CF70,S12,California ,sanchips,trainor
Female,5209,Target,Control,18.57,NA,104.3,NA,CF71,S12,California ,sanchips,trainor
Female,5210,Target,Control,17.05,NA,34.4,NA,CF72,S12,California ,sanchips,trainor
Female,1614,Target,Stress,21.24,NA,52.1,NA,SF01,S12,California ,carefresh,trainor
Female,1405,Target,Stress,52.1,NA,63.5,NA,SF02,S12,California ,carefresh,trainor
Female,4128,Target,Stress,21.03,NA,92,NA,SF03,S12,California ,carefresh,trainor
Female,1767,Target,Stress,24.5,NA,42.1,NA,SF04,S12,California ,carefresh,trainor
Female,629,Target,Stress,18.44,NA,104.1,NA,SF05,S12,California ,carefresh,trainor
Female,1838,Target,Stress,36.41,NA,120.9,NA,SF06,S12,California ,carefresh,trainor
Female,4026,Target,Stress,18.13,NA,92.6,NA,SF07,S12,California ,carefresh,trainor
Female,509,Target,Stress,13.73,NA,50.7,NA,SF08,S12,California ,carefresh,trainor
Female,1440,Target,Stress,17.16,NA,165,NA,SF09,S12,California ,carefresh,trainor
Female,623,Target,Stress,92.6,NA,160,NA,SF10,S12,California ,carefresh,trainor
Female,1455,Target,Stress,10.22,NA,165,NA,SF11,S12,California ,carefresh,trainor
Female,1623,Target,Stress,15.99,NA,65.4,NA,SF12,S12,California ,carefresh,trainor
Female,1429,Target,Stress,6.45,NA,85.4,NA,SF13,S12,California ,carefresh,trainor
Female,3806,Target,Stress,24.5,NA,82.7,NA,SF14,S12,California ,carefresh,trainor
Female,2622,Target,Stress,4.7,NA,10.5,NA,SF15,S12,California ,corncob,trainor
Female,510,Target,Stress,17.35,NA,74.5,NA,SF16,S12,California ,corncob,trainor
Female,326,Target,Stress,22.95,NA,102.1,NA,SF17,S12,California ,corncob,trainor
Female,439,Target,Stress,16.87,NA,77.7,NA,SF18,S12,California ,corncob,trainor
Female,4429,Target,Stress,12.11,NA,111.6,NA,SF19,S12,California ,corncob,trainor
Female,1445,Target,Stress,25.24,NA,123.8,NA,SF20,S12,California ,corncob,trainor
Female,1516,Target,Stress,15.02,NA,132.4,NA,SF21,S12,California ,corncob,trainor
Female,1575,Target,Stress,19.03,NA,122.3,NA,SF22,S12,California ,corncob,trainor
Female,1432,Target,Stress,195.61,NA,160.2,NA,SF23,S12,California ,corncob,trainor
Female,1573,Target,Stress,21.77,NA,100.6,NA,SF24,S12,California ,corncob,trainor
Female,1564,Target,Stress,44.91,NA,127.2,NA,SF25,S12,California ,corncob,trainor
Female,3181,Target,Stress,19.39,NA,122.7,NA,SF26,S12,California ,corncob,trainor
Female,1566,Target,Stress,23.41,NA,109.3,NA,SF27,S12,California ,corncob,trainor
Female,1764,Target,Stress,32.19,NA,147.8,NA,SF28,S12,California ,corncob,trainor
Female,325,Target,Stress,13.23,NA,89.3,NA,SF29,S12,California ,corncob,trainor
Female,1406,Target,Stress,59.71,NA,138.8,NA,SF30,S12,California ,corncob,trainor
Female,1433,Target,Stress,8.83,NA,102.3,NA,SF31,S12,California ,corncob,trainor
Female,410,Target,Stress,23.45,NA,143.2,NA,SF32,S12,California ,corncob,trainor
Female,757,Target,Stress,39.25,NA,173.6,NA,SF33,S12,California ,corncob,trainor
Female,1377,Target,Stress,25.98,NA,157.9,NA,SF34,S12,California ,corncob,trainor
Female,1350,Target,Stress,29.46,NA,144.1,NA,SF35,S12,California ,corncob,trainor
Female,1410,Target,Stress,21.19,NA,133,NA,SF36,S12,California ,corncob,trainor
Female,1553,Target,Stress,27.38,NA,60.2,NA,SF37,S12,California ,corncob,trainor
Female,3282,Target,Stress,28.25,NA,124,NA,SF38,S12,California ,corncob,trainor
Female,3767,Target,Stress,14.34,NA,106.4,NA,SF39,S12,California ,corncob,trainor
Female,3732,Target,Stress,15.4,NA,9.9,NA,SF40,S12,California ,corncob,trainor
Female,868,Target,Stress,7.8,NA,5.9,NA,SF41,S12,California ,sanchips,trainor
Female,1755,Target,Stress,12.98,NA,20.2,NA,SF42,S12,California ,sanchips,trainor
Female,4350,Target,Stress,11.15,NA,20.7,NA,SF43,S12,California ,sanchips,trainor
Female,1754,Target,Stress,3.52,NA,33.5,NA,SF44,S12,California ,sanchips,trainor
Female,3353,Target,Stress,12.52,NA,30.6,NA,SF45,S12,California ,sanchips,trainor
Female,3168,Target,Stress,21.32,NA,31.6,NA,SF46,S12,California ,sanchips,trainor
Female,1954,Target,Stress,10.88,NA,29.5,NA,SF47,S12,California ,sanchips,trainor
